"","Date","title"
"12975"," 9/10","[問題] 關於雙冠軍的獎金"
"12976"," 9/10","[討論] 這個peace大家喜歡嗎"
"12977"," 9/10","[討論] 我有一個疑問（理性討論）"
"12978"," 9/10","[討論] 百人rapper"
"12979"," 9/10","[音樂] 黃旭 - 打車遇上Freestyle"
"12980"," 9/10","[公告] 倉庫9天 likoku"
"12981"," 9/10","Re: [問題] 為什麼山歌能比饒舌比賽總冠軍?"
"12982"," 9/10","Re: [問題] 關於雙冠軍的獎金"
"12983"," 9/10","Re: [推薦] 教你怎麼做出現在流行的Trap "
"12984"," 9/10","[討論] 台灣辦節目可以做出與<中國有嘻哈>的差異"
"12985"," 9/10","[討論] 中國有嘻哈內幕"
"12986"," 9/10","[討論] 熱狗口中的pg one失誤"
"12987"," 9/10","[討論] 熱狗很real嗎?"
"12988"," 9/10","[問題] 中國有嘻哈下一季誰可以換掉潘瑋柏"
"12989"," 9/10","[討論] 最後冠軍賽的心得"
"12990"," 9/10","[討論] 大家真的想看到周董當製作人嗎"
"12991"," 9/10","[問題] Sowut是怎麼崛起的"
"12992"," 9/10","Re: [討論] 雙冠軍有沒有可能是套路？"
"12993"," 9/10","[討論] 下一季的台灣選手"
"12994"," 9/10","[討論] 中國有恩怨--百人團的選擇"
"12995"," 9/10","[問題] 51f到美國做了一首以父之名回來？"
"12996"," 9/10","[討論] 知曉一切內幕的男人-王大痣"
"12997"," 9/10","[討論] 這種算嘻哈嗎？"
"12998"," 9/10","[問題] Gai人品不好？為何百人評審選票會贏？"
"12999"," 9/10","[討論] 賓的內心現在應該很失落吧"
"13000"," 9/10","[討論] 手機遊戲也出了饒舌歌曲"
"13001"," 9/10","[板主辭職] Hip-Hop板 bluesky23"
"13002"," 9/10","[徵文] 中國最Real的Hip Hop - 陰三兒"
"13003"," 9/10","[討論] PGone自我介紹的時候"
"13004"," 9/10","[創作] RP - 過客"
"13005"," 9/10","[創作] 陳曇-Loner"
"13006"," 9/10","[趣味] 網路有肥宅"
"13007"," 9/10","[問題] 請問中國的嘻哈發展到底多深?"
"13008"," 9/10","[討論] 潘帥其實表現的很好"
"13009"," 9/10","[音樂] 2017長臉最強單曲『厚道頂』香蕉"
"13010"," 9/10","[創作] King Z 王誌誼 - 裡面請"
"13011"," 9/10","Re: [討論] 潘帥其實表現的很好"
"13012"," 9/10","[討論] 朋友跟自己喜歡不一樣的rapper？"
"13013"," 9/10","[討論] 如果PG One不寫diss歌，這次冠軍戰可否與"
"13014"," 9/10","[音樂]Daddy Chang-老髒的藥方 ft.MK怪物兒童"
"13015"," 9/10","[討論] JonJ 總決賽是不是被『黑』掉…認真討論"
"13016"," 9/10","[問題] 中國Mixtape/專輯購買管道??"
"13017"," 9/10","[討論] 第二季誰適合扮演類似hiphop man的角色?"
"13018"," 9/11","Re: [討論] 第二季誰適合扮演類似hiphop man的角色?"
"13019"," 9/11","[音樂] GAI爺一四大名著(顏如玉 苦行僧 鶴雀樓 )"
"13020"," 9/11","[問題] 饒舌的英文"
"13021"," 9/11","[音樂] tru Master "
"13022"," 9/11","[討論] 沒人覺得MC Jin不太行嗎"
"13023"," 9/11","[問題] 如果MC JIN是用粵語說唱"
"13024"," 9/11","[問題] 為什麼idol都投給GAI"
"13025"," 9/11","[創作] 寫了一段詞想對女生告白。"
"13026"," 9/11","[討論] AP滿人在哪呢"
"13027"," 9/11","[討論] 成立八周年的台灣天團竟然是他們?"
"13028"," 9/11","[活動] Vava [21] 10/07 專輯巡演"
"13029"," 9/11","[閒聊］PG ONE和GAI和解之後"
"13030"," 9/11","[音樂] <我覺得不行>幼稚園殺手diss有嘻哈選手"
"13031"," 9/11","[討論] 中國有嘻哈要怎麼投票才公平"
"13032"," 9/11","Re: [討論] 中國有嘻哈要怎麼投票才公平"
"13033"," 9/11","[討論] 這次來討論顏值?"
"13034"," 9/11","[趣味] 教你怎麼做GAI風格Trap beat"
"13035"," 9/11","[音樂] 婁峻碩Wasabi"
"13036"," 9/11","Re: [討論] 這次來討論顏值?"
"13037"," 9/11","[討論]謝帝談川瑜說唱"
"13038"," 9/11","[討論] 中國有嘻哈前三名的表演"
"13039"," 9/11","[討論] 中國有嘻哈爛尾啊啊啊"
"13040"," 9/11","[音樂] MASIWEI,Dough-Boy -HONG KONG!"
"13041"," 9/11","[音樂] LEO37 + SOSS - Moment ft. 9m88"
"13042"," 9/12","[趣味] 徐真真-沒有關係"
"13043"," 9/12","[趣味] 茶米是不是BR心中最深的那一道陰影"
"13044"," 9/12","[問題] 想問一首饒舌歌"
"13045"," 9/12","[音樂] 吳亦凡 我選擇的路 (有 BANG)"
"13046"," 9/12","[問題] 歐陽靖表現最好是嘻哈俠嗎"
"13047"," 9/12","[音樂] GAI-我有一個秘密"
"13048"," 9/12","Re: [音樂] 馬思唯 - Snapbacks&Tattoos(徐真真DISS)"
"13049"," 9/12","[討論] 中國rapper 朱星杰"
"13050"," 9/12","[問題] 潘帥今天如果是選手?"
"13051"," 9/12","Re: [問題] 認真講，台灣饒舌歌手不羨慕嗎？"
"13052"," 9/12","[活動] 開賣~ [email protected] wall 10/07"
"13053"," 9/12","[趣味] papi有嘻哈"
"13054"," 9/12","[討論] 台灣有嘻哈／專訪大支（上）"
"13055"," 9/12","[討論] 台灣有嘻哈／專訪大支（下）"
"13056"," 9/12","Re: [問題] 認真講，台灣饒舌歌手不羨慕嗎？"
"13057"," 9/12","[音樂] C-BLOCK(DAMNSHINE)-成于皿宇 freestyle"
"13058"," 9/12","[音樂] GAI - 火鍋底料 MV"
"13059"," 9/12","[音樂]安喬-當我開始說唱"
"13060"," 9/12","[問題] 為什麼一定要用HOMIE這詞?"
"13061"," 9/12","[音樂] C-BLOCK - 夢怡 LyricsVideo"
"13062"," 9/13","[音樂] RPG & NEOSO-黑人問號.jpg"
"13063"," 9/13","[問題] 大學生的饒舌新星竟然是他?"
"13064"," 9/13","[新聞] 愛奇藝提拔《中國有嘻哈》總導演 "
"13065"," 9/13","[討論] PG ONE草的力量"
"13066"," 9/13","Fw: [閒聊] 一些饒舌歌曲Mix周杰倫"
"13067"," 9/13","[問題] 關於貝貝vs俊升"
"13068"," 9/13","Re: [問題] 關於貝貝vs俊升"
"13069"," 9/13","[問題] 為什麼BCW為被吳亦凡按Fail?"
"13070"," 9/13","[音樂] DJ Premier 現場小演唱會"
"13071"," 9/13","[問題] 雞腿飯和yz"
"13072"," 9/13","[趣味] 娛百有嘻哈"
"13073"," 9/13","Re: [問題] 雞腿飯和yz"
"13074"," 9/13","[趣味] 派崔克FB(中國有嘻哈12人大亂鬥)"
"13075"," 9/13","[新聞] 紐約時裝周有華人嘻哈 露臉的是他"
"13076"," 9/13","[音樂] 187彫伯（柏綱）-J:AM feat王以太"
"13077"," 9/13","[討論] 關於PG one決賽表演舞台?"
"13078"," 9/13","[音樂] XXXTENTACION - Look At Me "
"13079"," 9/13","[新聞] 《中國有嘻哈》68億閱讀量 熱狗點名陳冠希"
"13080"," 9/14","[音樂] 鬼卞-俠客行"
"13081"," 9/14","Re: [問題] 認真講，台灣饒舌歌手不羨慕嗎？"
"13082"," 9/14","[討論] 我覺得這兩首BEAT有87%像 大家覺得呢？"
"13083"," 9/14","[討論] 蓋爺跟黑錢誰抄襲？"
"13084"," 9/14","Re: [問題] 雞腿飯和yz"
"13085"," 9/14","佑庭新作品 fade"
"13086"," 9/14","[問題] Johnny G有rap的歌?"
"13087"," 9/14","[音樂] Ty. - 你覺得 (張震嶽 Diss)"
"13088"," 9/14","[音樂] 莫宰羊 DON CALL別再打電話過來"
"13089"," 9/14","[音樂] C-BLOCK x GAI x BRIDGE x PURPLE SOUL"
"13090"," 9/14","[討論] 大家不覺得徐真真是真男人嗎?"
"13091"," 9/14","[討論] 繼GAI之後PG黑粉又亂場"
"13092"," 9/14","[音樂] Fergie - You Already Know ft. Nicki Mi"
"13093"," 9/14","[公告] 倉庫9天 Qmmmmmmmm"
"13094"," 9/14","[音樂] Q毛萬QMone - 燈火不滅"
"13095"," 9/14","[音樂] 新手創作"
"13096"," 9/15","[討論] gai的專訪"
"13097"," 9/15","[音樂] Machi - Oh!社會"
"13098"," 9/15","[音樂] 唸經山-大塊牛肉"
"13099"," 9/15","[問題] 想找一首很憤怒的歌"
"13100"," 9/15","[趣味] 異鄉人휹m88-太少了吧（fb)"
"13101"," 9/15","[問題] 一首韓文饒舌歌"
"13102"," 9/15","[音樂] Han J - All The Way Up"
"13103"," 9/15","[問題] 野生BR"
"13104"," 9/15","Re: [討論] 大家不覺得徐真真是真男人嗎?"
"13105"," 9/15","[音樂] 陰三兒歌曲SoundCloud"
"13106"," 9/15","[討論] 聽饒舌算是一件頗潮的事嗎?"
"13107"," 9/15","[討論] 187算是台灣gosh嗎"
"13108"," 9/15","[問題] 不懂為何大家愛酸沈懿在<有嘻哈>的表現??"
"13109"," 9/15","[音樂] ZENBO-任意門"
"13110"," 9/15","[討論] 有推薦心情不好時好聽的饒舌歌嗎?"
"13111"," 9/15","[問題] CDC會很後悔當初沒收GAI嗎?"
"13112"," 9/15","[音樂] 嚴哲緯 &AA K& DYoung - 黏土"
"13113"," 9/15","[討論] 張震嶽FB"
"13114"," 9/15","Re: [討論] 張震嶽FB"
"13115"," 9/15","[音樂] HowZ & RedLee - 歸零"
"13116"," 9/16","[討論] 難道大家都忘記了嗎.."
"13117"," 9/16","[討論] 難道大家都忘記了嗎.."
"13118"," 9/16","[討論] TY FB"
"13119"," 9/16","[討論] 饒舌歌手的工作"
"13120"," 9/16","Re: [問題] CDC會很後悔當初沒收GAI嗎?"
"13121"," 9/16","Re: [音樂] Ty. - 你覺得 (張震嶽 Diss)"
"13122"," 9/16","[問題] 寫詞寫一寫突然憂鬱症了"
"13123"," 9/16","Re: [討論] 張震嶽FB"
"13124"," 9/16","[討論] 蛋堡的狀況"
"13125"," 9/16","[音樂] Jazon-備戰"
"13126"," 9/16","[創作] 再見世界。"
"13127"," 9/16","[討論] 足球球衣可以穿的很嘻哈嗎"
"13128"," 9/16","[討論] 請問有推薦的有趣繞舌音樂嗎？"
"13129"," 9/16","[討論] 印象深刻的punchline?"
"13130"," 9/16","[問題] 中國有嘻哈現場唱的比較好聽?"
"13131"," 9/16","[討論] 兩則報導有關有嘻哈的"
"13132"," 9/16","[音樂] Young Thug - Homie ft Meek Mill"
"13133"," 9/17","Re: [討論] 張震嶽FB"
"13134"," 9/17","[音樂] GAI - Just Believe"
"13135"," 9/17","Re: 讓哈士奇來取代張震嶽唱差不多先生會不會比較好"
"13136"," 9/17","[討論] Common的EGO"
"13137"," 9/17","[音樂] Wudu Montana - 霧都夜話 LyricsVideo"
"13138"," 9/17","[活動] SATOL AKA BEATLIVE TAIWAN TOUR"
"13139"," 9/17","[音樂] Show me the money Top20 - A coin Pt.2"
"13140"," 9/17","[問題] 嘻哈俠強在哪裡?"
"13141"," 9/17","[討論] Will的講評?"
"13142"," 9/17","[趣味] 老外看中國有嘻哈 對於冠軍的想法"
"13143"," 9/17","[新聞] 林書豪合影嘻哈歌手歐陽靖 "
"13144"," 9/17","[音樂] 林北不想開學"
"13145"," 9/17","[音樂] 草屯囝仔 - 阮"
"13146"," 9/17","[問題] 為什麼沒有人敢跟蜜妞battle?"
"13147"," 9/17","[音樂] SHAKKAZOMBIE-空を取り戻した日"
"13148"," 9/17","[問題] 茶米是不是有得罪製作組的人?"
"13149"," 9/17","[創作] 光滅以後"
"13150"," 9/18","[音樂] 玖壹壹(Nine one one) - 沒你我沒差"
"13151"," 9/18","[創作] For My Baby Daughter"
"13152"," 9/18","[問題] 本色音樂是不是滿人之後就沒DISS了"
"13153"," 9/18","[音樂] 頑童新歌-飆高速"
"13154"," 9/18","Re: [音樂] Ty. - 你覺得 (張震嶽 Diss)"
"13155"," 9/18","[趣味] 中國RAPPER貝貝會把茶米當偶像嗎??"
"13156"," 9/18","Re: [音樂] Ty. - 你覺得 (張震嶽 Diss)"
"13157"," 9/18","[趣味] 瘋神無雙 - 山豬飾HipHopMan"
"13158"," 9/18","[問題] 誠收10/8顏社世界巡迴票"
"13159"," 9/18","[活動] 送CD啦～"
"13160"," 9/18","[音樂] C-Block 小胖 - 淘金日記"
"13161"," 9/18","[創作] 念經山 猜不透"
"13162"," 9/18","[音樂] C-BLOCK - 小路 LyricsVideo"
"13163"," 9/18","[創作] 魯妹Shen新歌-I wanna do something big"
"13164"," 9/18","[討論] 中國有嘻哈"
"13165"," 9/19","[創作] 念經山-Why not"
"13166"," 9/19","和pg one風格相似的rapper"
"13167"," 9/19","[音樂] Bobby-Runaway"
"13168"," 9/19","[創作] 資憂少女（操你的升學主義）"
"13169"," 9/19","[討論] Rick Ross現在是不是白的發亮"
"13170"," 9/19","[音樂] C-Block 小胖 - 醒來不如作夢"
"13171"," 9/19","[音樂] TY - 岳哥只打字"
"13172"," 9/19","[音樂] 歐陽靖 - 零"
"13173"," 9/19","[趣味] 瘋神有嘻哈"
"13174"," 9/19","[創作] GAI 苦行僧 重金屬版"
"13175"," 9/19","Re: [音樂] TY - 岳哥只打字（張震嶽FB發文）"
"13176"," 9/19","[公告] 倉庫4天 daniel0424"
"13177"," 9/19","[討論] 如果Ty沒被阿嶽刷掉會走多遠？"
"13178"," 9/19","[趣味] 幫派風格Trap beat教學"
"13179"," 9/19","[音樂] 2Real徐真真 - 距離戀人"
"13180"," 9/19","[音樂]Vyan 徐真真 - 宿醉 (Prod. by Blanqbeatz"
"13181"," 9/19","[音樂] J$lowly徐真真-她就是她救了"
"13182"," 9/19","[音樂] 徐真真/TT-冷戰"
"13183"," 9/19","[音樂] 台大嘻研社 2017Cypher"
"13184"," 9/19","[問題] 看完嘻哈後想入門學習做BEAT"
"13185"," 9/20","Re: [音樂] TY - 岳哥只打字（張震嶽FB發文）"
"13186"," 9/20","[音樂] 頑童 E-so—神經病"
"13187"," 9/20","[問題] 請問一首台語歌"
"13188"," 9/20","[活動] 9/23(六)高雄水星酒館"
"13189"," 9/20","[討論] 小春哥哥是不是台灣的GAi爺？"
"13190"," 9/20","[音樂] 徐真真-當妮走了"
"13191"," 9/20","[趣味]A$AP Rocky x Lil Uzi Vert Freestyle"
"13192"," 9/20","[討論] 所以ty 最氣的點是什麼？"
"13193"," 9/20","Re: [討論] 難道大家都忘記了嗎..（鍾翔宇）"
"13194"," 9/20","[討論] 陳老師FB"
"13195"," 9/20","[趣味] 踢歪DISS阿月"
"13196"," 9/20","Re: [趣味] 踢歪DISS阿月"
"13197"," 9/20","[討論] TY參加節目前的實力評價是中國頂級的嗎?"
"13198"," 9/20","Re: [趣味] 踢歪DISS阿月"
"13199"," 9/20","[趣味] 腿飯在OD粉專留言的小火花"
"13200"," 9/20","[音樂]  Agust D"
"13201"," 9/20","[討論] 如果Lyrical Punisher上押韻字幕?"
"13202"," 9/20","Re: [趣味] 踢歪DISS阿月"
"13203"," 9/20","[音樂] 培特/Pett - 餐廳ft.lulu"
"13204"," 9/20","Re: [趣味] 踢歪DISS阿月"
"13205"," 9/20","[音樂] Jony J- 玩家"
"13206"," 9/21","[音樂] 麻吉弟弟 - 大人物 ft. 熊仔"
"13207"," 9/21","[討論] Br 跟李國毅  麻醉風暴"
"13208"," 9/21","Re: [音樂] 麻吉弟弟 - 大人物 ft. 熊仔"
"13209"," 9/21","[問題] 求Jay Prince ig上 彈的歌"
"13210"," 9/21","[音樂] TIPSY - 深夜低氣壓"
"13211"," 9/21","[創作] GAI 苦行僧 搖滾版cover"
"13212"," 9/21","[音樂] 李松樺SOWUT FB"
"13213"," 9/22","Re: [音樂] 麻吉弟弟 - 大人物 ft. 熊仔"
"13214"," 9/22","Re: [音樂] 李松樺SOWUT FB"
"13215"," 9/22","[音樂] Tipsy-愛愛之味"
"13216"," 9/22","[創作] 舊作 取樣IPhone"
"13217"," 9/22","[討論] BR的freestyle尬的贏小青龍和PG One嗎？"
"13218"," 9/22","[討論] 阿姆的freestyle尬的過徐真真嗎"
"13219"," 9/22","[音樂] Hopsin - The Purge"
"13220"," 9/22","[音樂]KANIS-玫瑰"
"13221"," 9/22","Re: [推薦] 李權哲feat. 熊仔【Hide & Seek】"
"13222"," 9/22","[音樂] Funky DL - Incognito in Soho"
"13223"," 9/22","[創作] black dog 黑狗"
"13224"," 9/22","[創作] 還有一天（就放假了~）"
"13225"," 9/22","[音樂] HIYADAM-Kini naruno ft. 馬思唯"
"13226"," 9/22","[趣味] 反骨男孩WackyBoys-請問你是處女嗎"
"13227"," 9/22","[音樂] Macklemore - Good Old Days ft. KESHA"
"13228"," 9/22","[討論] 大家喜歡聽純音樂嗎"
"13229"," 9/22","[創作] 情史煌 - 中國有七八"
"13230"," 9/22","[音樂] Cee-Know My Style"
"13231"," 9/22","[問題] GOSH除了蓋橋還有不錯的人物嗎?"
"13232"," 9/22","[問題] 有類似hit em up的歌嗎？"
"13233"," 9/22","Re: [趣味] 踢歪DISS阿月"
"13234"," 9/22","[音樂] 海地幫 BASTARD feat TBdamn ALDL(舊歌"
"13235"," 9/23","[創作] Just Sad "
"13236"," 9/23","[問題] 誠心誠意收10/8顏社巡迴票"
"13237"," 9/23","[活動] 人人成果展10/[email protected]台南(免費)"
"13238"," 9/23","[創作] ZY-Tribute To Chester"
"13239"," 9/23","[問題] 跪求各位大大一首歌"
"13240"," 9/23","[問題] 中國有嘻哈節目名稱翻譯"
"13241"," 9/23","[問題] 誠收10/8顏社世界巡迴高雄站票"
"13242"," 9/23","[音樂] 梅海強--屁孩王"
"13243"," 9/23","Re: [討論] 大家喜歡聽純音樂嗎"
"13244"," 9/23","[音樂] 徐真真選秀節目"
"13245"," 9/23","[音樂] AKA小鬼-新生代MV"
"13246"," 9/23","[音樂] YAMY-AY/MV"
"13247"," 9/23","[活動] 饒舌圓夢計劃《啟航》嘻哈課程"
"13248"," 9/23","[創作] 過敏原人"
"13249"," 9/23","[音樂] 中國有七八 feat.緞帶肥肥"
"13250"," 9/23","[討論]還有一種押韻技法"
"13251"," 9/23","[創作] 念經山-擦肩而過"
"13252"," 9/23","[討論] 謝老板新歌"
"13253"," 9/24","[創作] 斯人已逝"
"13254"," 9/24","[音樂] 徐真真2Real  -你是那種喔"
"13255"," 9/24","[問題] Gai,陳冠希,BR...誰的嘴最歪？"
"13256"," 9/24","[音樂] 田亞霍-夢想家 live"
"13257"," 9/24","Re: [音樂] 徐真真2Real  -你是那種喔"
"13258"," 9/24","[問題] 大支<台灣有嘻哈>裡頭提到的flowsik"
"13259"," 9/24","[音樂] Ty. - 我們的DJ ft. Gai"
"13260"," 9/24","[討論] Rap's Generation Gap"
"13261"," 9/24","[活動] 10/29 團戰 B.W.B 新生代專場演唱會"
"13262"," 9/25","[音樂] PNC-心亂如麻"
"13263"," 9/25","[趣味] 真真模仿PG ONE 超好笑"
"13264"," 9/25","[音樂]無盡航班(艾福杰尼ft. YB)"
"13265"," 9/25","[音樂] 頑童-I WANT IT ALL"
"13266"," 9/25","[音樂] Jusky 報導南韓rapper  饒舌機器 BewhY"
"13267"," 9/25","[創作] 醜到爆的傢伙"
"13268"," 9/25","[徵文] 關於塗鴉"
"13269"," 9/25","[音樂] GO$H 官方認證海外粉絲俱樂部上線啦"
"13270"," 9/25","[音樂] 周杰倫 - 梯田+爸我回來了"
"13271"," 9/25","[音樂] PG One - You are my one true love"
"13272"," 9/25","[音樂] 馬訓【透明人】feat.羅姓名 "
"13273"," 9/25","[公告] 顏社徵票＆分類錯誤水桶天數增加"
"13274"," 9/25","[音樂] SIMON feat. MAW - 傷心太平洋"
"13275"," 9/25","[音樂] DA PUMP"
"13276"," 9/26","[創作] 大紅唇（after party之後...）"
"13277"," 9/26","[討論] 饒舌歌頌名人或偉人"
"13278"," 9/26","[公告] 徵文活動 - 你所不知道的好東西 投票開始"
"13279"," 9/26","[音樂] 嘻哈甜心Heartsdales"
"13280"," 9/26","[音樂] 屎爛幫RIP SLYME"
"13281"," 9/26","[音樂] 壽君超 Keyso寿君超 - I'm Back"
"13282"," 9/26","[討論] 單論FREESTYLE，徐真真是否優於PG ONE??"
"13283"," 9/26","[討論] 關於佑庭"
"13284"," 9/26","[音樂] Cardi B - Bodak Yellow"
"13285"," 9/26","[音樂] Post Malone ft.21 Savage - Rockstar"
"13286"," 9/26","[音樂] Vinida萬妮達 - 場上稱霸 ft. DJ Mustard"
"13287"," 9/26","[討論] YB肖像tee"
"13288"," 9/27","[音樂]品格教育 Free Chigga&對Chigga一詞的看法"
"13289"," 9/27","[活動] 第八屆金音創作獎入圍名單揭曉(嘻哈類)"
"13290"," 9/27","[音樂] BR跟Cee合作的新歌"
"13291"," 9/27","[音樂] Zico - Fanxy Child"
"13292"," 9/27","[問題] 請問Tipsy說誰啊"
"13293"," 9/27","[討論] 徐真真其實不差吧？"
"13294"," 9/27","[趣味] 小青龍走HOWHOW路線是否更能發光發熱??"
"13295"," 9/27","[音樂] YZ - Jiggy"
"13296"," 9/27","[音樂] 【Mc子龍】三國版刀山火海 唱：污仙人"
"13297"," 9/27","[音樂] Finesse'Boy - BENZ"
"13298"," 9/27","[討論] 現在大家比較支持懶領還是YZ"
"13299"," 9/27","[音樂] Barry Chen-USED TO"
"13300"," 9/28","[音樂] Chance the rapper-First World Problems"
"13301"," 9/28","[問題] Kanye最快的歌能有多快啊?"
"13302"," 9/28","[問題]關於錄音設備"
"13303"," 9/28","Re: 關於錄音設備"
"13304"," 9/28","[音樂] 謝帝 Rap God Remix"
"13305"," 9/28","[問題] 有沒有講解饒舌音樂相關知識的影片??"
"13306"," 9/28","[音樂] 呆寶靜Double J - 走遠"
"13307"," 9/28","[新聞]上海地下饒舌傳奇Cee新作 兩岸饒舌高手相挺"
"13308"," 9/29","[創作] 新手迴文創作"
"13309"," 9/29","[音樂] 頑童MJ116 幹大事 BIG THING"
"13310"," 9/29","[音樂] 潘瑋柏-致青春(有VAVA)"
"13311"," 9/29","[討論] 喜歡JULY還是Papillon?"
"13312"," 9/29","[音樂] Ty. - 誰的錯"
"13313"," 9/29","[公告] 倉庫9天 eo4x"
"13314"," 9/29","[趣味] 如果管掌會唱饒舌"
"13315"," 9/29","[音樂] 安那ANNA  墊腳尖Tiptoe"
"13316"," 9/29","Re: [音樂] 潘瑋柏-致青春(有VAVA)"
"13317"," 9/29","[活動] 夜貓族演唱會"
"13318"," 9/30","徵顏社巡迴演唱會高雄場的票"
"13319"," 9/30","[創作] 開學_back to school"
"13320"," 9/30","[音樂] H&M The Fall Collection"
"13321"," 9/30","[討論] 未來台灣饒舌比賽選秀節目可找誰來當評審"
"13322"," 9/30","[知識] 【嘻哈饒舌音樂解析】第一集 ：嘻哈編曲"
"13323"," 9/30","[問題] 怎麼都沒有廠商找Bridge拍廣告代言"
"13324"," 9/30","[音樂] C-Block - 莫名我就喜歡妳"
"13325"," 9/30","[音樂] Tailor-佔有你"
"13326","10/01","[討論] 綜藝大熱門 嘻哈pk 有安喬"
"13327","10/01","[創作] 厭世代"
"13328","10/01","[音樂] 徐真真/VYAN/楊益升-一樣不一樣"
"13329","10/01","[音樂] 9月韓國U質hip-hop推薦"
"13330","10/01","[音樂] East Coast Vs. West Coast part.1"
"13331","10/02","[討論] 呆寶靜是怎麼撐到現在的？"
"13332","10/02","[問題] 有推薦的麥克風嗎"
"13333","10/02","[音樂] Round2-豆芽炒粉"
"13334","10/02","[音樂] 馬訓/韓森【茶魚飯後】feat.阿琺"
"13335","10/02","[音樂] 阿雞GLOJ - 天公伯"
"13336","10/02","[音樂] Peatle - Blade Runner"
"13337","10/03","[音樂] 羅志祥 Show time "
"13338","10/03","[討論]YZ很愛用的英文詞彙"
"13339","10/03","[音樂] 戴愛玲feat.國蛋-不如沒問過"
"13340","10/03","[趣味] Tipsy Kao 臉書"
"13341","10/03","[創作] ZY-半夜睡不著覺我把心情寫成歌"
"13342","10/03","Re: [音樂] 馬訓/韓森【茶魚飯後】feat.阿琺"
"13343","10/03","[討論] yz上新聞了"
"13344","10/03","[音樂] 低調組合LOKEY (ft. 魏晨)-半厘米"
"13345","10/03","[音樂] KIM 23-白日夢"
"13346","10/03","Re: [趣味] Tipsy Kao 臉書"
"13347","10/04","[討論] 蛋堡ig"
"13348","10/04","[創作] 回家的路（梅林特務跨刀相助）"
"13349","10/04","[Hip-Hop] 看板 選情報導"
"13350","10/04","[公告] 你所不知道的好東西徵文活動 開獎"
"13351","10/04","[討論] GAI-Rainbow(央視中秋晚會)"
"13352","10/04","[趣味] 徐真真-2REAL的生活VLOG SPET2017"
"13353","10/04","[音樂] 人人有功練-中秋限時cypher"
"13354","10/04","[討論] 成都廣州beef"
"13355","10/04","[音樂] 團戰B.W.B Cypher - KING"
"13356","10/04","[音樂] Keith Ape X Ski Mask The Slump God"
"13357","10/04","[問題] 跟聊天室互動的即興rapper"
"13358","10/04","[創作]815 "
"13359","10/04","[音樂] Stormzy - Big For Your Boots"
"13360","10/05","[問題] 請問曲風"
"13361","10/05","[問題] 誠收 顏社世界巡迴演唱 10/8 高雄場"
"13362","10/05","[創作] 自己做的Beat"
"13363","10/05","[音樂] 向倜維/賴慈泓 他們的春夏秋冬"
"13364","10/05","[討論] 原來你是這樣的GAI爺"
"13365","10/05","[音樂] the naval rap"
"13366","10/05","[音樂]CreamD ft.馬思唯-Mirror"
"13367","10/05","[問題] YZ英文有很差嗎?"
"13368","10/05","[音樂] Stormzy - SHUT UP"
"13369","10/05","[活動] vava演唱會全部取消"
"13370","10/05","[音樂] 3 TYPES OF MUMBLE RAPPERS"
"13371","10/05","[音樂] Wu-Tang Clan - People Say ft. Redman"
"13372","10/05","[音樂] Rich Chigga - Chaos"
"13373","10/05","[問題] 陳老師Freestyle/現場"
"13374","10/06","[音樂] google translate廣告 ft.MCJin"
"13375","10/06","[新聞] VAVA入台證遭退件　台灣合體潘帥喊卡"
"13376","10/06","[討論] 饒舌歌手比較愛吵架?"
"13377","10/06","[討論] A$AP ROCKY 上海表演 MicDrop"
"13378","10/06","[音樂] Gil G - 通緝"
"13379","10/06","[音樂] 火苗-c block"
"13380","10/06","[音樂] Jony J - 像你說的那樣滾"
"13381","10/06","[音樂] 夜貓組 - 健康歌 feat. 英宏"
"13382","10/07","[音樂] 曾聖傑 aka聖結石 - 一定會追到你"
"13383","10/07","[音樂] Errand boy(工具人) Rice - 殤 ft Benson"
"13384","10/07","[音樂] C-BLOCK - 水深"
"13385","10/07","[趣味] 歐陽靖模仿奶鴿""不錄了"""
"13386","10/07","[音樂] 地下八英里_冠軍賽 Q毛萬"
"13387","10/07","[趣味] 嘻哈、潮流教父，生日"
"13388","10/07","[討論] 一個饒舌歌手基本的條件"
"13389","10/07","[問題] 台灣的DISS Song"
"13390","10/08","[活動] 台灣嘻哈音樂季"
"13391","10/08","[音樂] 這是2real 也叫徐真真-開心就拍手"
"13392","10/08","[問題] 徐真真為什麼黑？"
"13393","10/08","[討論] C Jamm是韓國pg one?"
"13394","10/08","[趣味] 蛋堡講笑話"
"13395","10/08","[討論]顏社世界巡迴-高雄場"
"13396","10/09","[活動] DINARY DELTA FORCE  MARCO POLO"
"13397","10/09","[新聞] 饒舌尼力捲性侵 被控巴士上糟蹋女生"
"13398","10/09","[創作] 失戀了寫了一首求安慰"
"13399","10/09","[討論] 啥時發現華文饒舌難聽？"
"13400","10/09","[音樂] 徐真真-Snapbacks N Tattooos(ft.茶米)"
"13401","10/09","[音樂] 徐真真-不用想了(ft.嫩桃弟弟/艾絲猴子)"
"13402","10/09","[音樂] 徐真真-不想讓你生氣"
"13403","10/09","[討論] 徐真真應該是4強的料吧??"
"13404","10/09","[音樂] Black Mic-冒泡"
"13405","10/09","[音樂] 洛克先生Moto Luv"
"13406","10/09","[音樂] 過敏原人-跟妳借個賴打"
"13407","10/09","[音樂] 人人有功練 【找啊找】"
